COUNTRY_DISPLAY,YEAR_DISPLAY,STARTYEAR,ENDYEAR,GHO_DISPLAY,DIMENSION_NAME,Value_num
Bhutan,2018,2018,2018,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,47.6
Bhutan,1995,1995,1995,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,14.9
Bhutan,1991,1991,1991,"Mean total cholesterol,  age-standardized",Female,4.2
Bhutan,2011,2011,2011,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,5.1
Bhutan,1998,1998,1998,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,3.5
Bhutan,2009,2009,2009,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.3
Bhutan,1985,1985,1985,"Mean Non-HDL cholesterol, crude",Male,3
Bhutan,2022,2022,2022,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),Female,2.6
Bhutan,1992,1992,1992,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,17.7
Bhutan,2017,2017,2017,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,2.3
Bhutan,1989,1989,1989,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,2011,2011,2011,"Mean total cholesterol,  age-standardized",Male,4.2
Bhutan,2011,2011,2011,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0.3
Bhutan,1993,1993,1993,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.1
Bhutan,1998,1998,1998,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,21.4
Bhutan,2010,2010,2010,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,6.9
Bhutan,1994,1994,1994,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,2007,2007,2007,"Mean Non-HDL cholesterol, crude",Female,3.1
Bhutan,2000,2000,2000,"Mean HDL cholesterol, age-standardized",Male,1.2
Bhutan,1992,1992,1992,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,3.4
Bhutan,2006,2006,2006,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Both sexes,4.4
Bhutan,1991,1991,1991,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,3.6
Bhutan,1990,1990,1990,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,0.8
Bhutan,2019,2019,2019,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,49.1
Bhutan,2003,2003,2003,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2014,2014,2014,"Prevalence of diabetes, crude",Male,16.1
Bhutan,1990,1990,1990,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,12.2
Bhutan,2013,2013,2013,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,5.3
Bhutan,1998,1998,1998,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,1993,1993,1993,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Both sexes,14.2
Bhutan,2009,2009,2009,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Both sexes,10.8
Bhutan,1963,1963,1963,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2011,2011,2011,"Prevalence of diabetes, crude",Both sexes,16.4
Bhutan,2005,2005,2005,"Mean Non-HDL cholesterol, crude",Male,3.2
Bhutan,2002,2002,2002,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,2.5
Bhutan,1998,1998,1998,"Prevalence of diabetes, age-standardized",Female,11.5
Bhutan,1992,1992,1992,"Prevalence of diabetes, age-standardized",Female,13.3
Bhutan,2017,2017,2017,"Prevalence of diabetes, crude",Male,16.4
Bhutan,2002,2002,2002,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Both sexes,21.2
Bhutan,1995,1995,1995,"Mean Non-HDL cholesterol, age-standardized",Female,3.1
Bhutan,1990,1990,1990,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,0.6
Bhutan,2014,2014,2014,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.1
Bhutan,2025,2025,2025,Estimate of current tobacco use prevalence (%) (age-standardized rate),Female,9.9
Bhutan,2002,2002,2002,"Mean Non-HDL cholesterol, age-standardized",Male,3.2
Bhutan,2003,2003,2003,"Mean HDL cholesterol, age-standardized",Male,1.2
Bhutan,2001,2001,2001,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Both sexes,11.2
Bhutan,2000,2000,2000,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,3.4
Bhutan,1996,1996,1996,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,2.6
Bhutan,1990,1990,1990,"Diabetes treatment coverage, age-standardized",Both sexes,14.8
Bhutan,2009,2009,2009,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,4
Bhutan,1980,1980,1980,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,1991,1991,1991,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,14.4
Bhutan,2007,2007,2007,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,8.7
Bhutan,2013,2013,2013,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Both sexes,6.9
Bhutan,1991,1991,1991,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1
Bhutan,2011,2011,2011,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,8.6
Bhutan,2014,2014,2014,"Prevalence of diabetes, crude",Male,11.3
Bhutan,1984,1984,1984,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,2016,2016,2016,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,4
Bhutan,2014,2014,2014,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Female,16.2
Bhutan,1998,1998,1998,"Mean total cholesterol,  crude",Male,4.2
Bhutan,2008,2008,2008,"Mean Non-HDL cholesterol, crude",Both sexes,3.1
Bhutan,2008,2008,2008,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,10.2
Bhutan,2020,2020,2020,"Prevalence of diabetes, crude",Both sexes,13.3
Bhutan,2013,2013,2013,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Both sexes,10.3
Bhutan,1994,1994,1994,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,3.9
Bhutan,2005,2005,2005,"Diabetes treatment coverage, age-standardized",Male,13.2
Bhutan,2006,2006,2006,"Prevalence of diabetes, crude",Male,15
Bhutan,2020,2020,2020,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Male,3.6
Bhutan,2021,2021,2021,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,4.5
Bhutan,2001,2001,2001,"Mean HDL cholesterol, crude",Female,1.2
Bhutan,2014,2014,2014,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,10.4
Bhutan,1998,1998,1998,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,4.8
Bhutan,2001,2001,2001,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,2009,2009,2009,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,7.3
Bhutan,1998,1998,1998,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Male,14.2
Bhutan,2005,2005,2005,"Prevalence of diabetes, crude",Male,9.8
Bhutan,2030,2030,2030,Estimate of current tobacco use prevalence (%),Both sexes,16.9
Bhutan,1992,1992,1992,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2016,2016,2016,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,3.5
Bhutan,2017,2017,2017,"Mean total cholesterol,  age-standardized",Both sexes,4.1
Bhutan,2008,2008,2008,"Diabetes treatment coverage, age-standardized",Male,13
Bhutan,1962,1962,1962,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,2011,2011,2011,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,11.7
Bhutan,2007,2007,2007,"Mean total cholesterol,  age-standardized",Female,4.3
Bhutan,2014,2014,2014,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,5.6
Bhutan,1991,1991,1991,"Mean Non-HDL cholesterol, crude",Both sexes,3
Bhutan,2003,2003,2003,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.4
Bhutan,1992,1992,1992,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.1
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Both sexes,7.7
Bhutan,1984,1984,1984,"Mean HDL cholesterol, crude",Male,1.2
Bhutan,2020,2020,2020,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,4.4
Bhutan,1981,1981,1981,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,1992,1992,1992,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,3.8
Bhutan,1990,1990,1990,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,1.74
Bhutan,1993,1993,1993,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,4.3
Bhutan,1987,1987,1987,"Mean Non-HDL cholesterol, crude",Both sexes,2.9
Bhutan,1993,1993,1993,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Female,2.7
Bhutan,1970,1970,1970,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.54
Bhutan,2002,2002,2002,"Mean total cholesterol,  age-standardized",Both sexes,4.3
Bhutan,1994,1994,1994,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,0.8
Bhutan,2014,2014,2014,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,3.1
Bhutan,2001,2001,2001,"Mean HDL cholesterol, age-standardized",Male,1.2
Bhutan,2017,2017,2017,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,7.1
Bhutan,1991,1991,1991,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Male,18.2
Bhutan,1991,1991,1991,"Diabetes treatment coverage, age-standardized",Male,15.5
Bhutan,2000,2000,2000,"Mean total cholesterol,  crude",Female,4.2
Bhutan,2006,2006,2006,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,29.1
Bhutan,1982,1982,1982,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2014,2014,2014,"Prevalence of diabetes, crude",Both sexes,16.8
Bhutan,2000,2000,2000,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,1.5
Bhutan,2013,2013,2013,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Both sexes,46
Bhutan,1992,1992,1992,"Prevalence of diabetes, crude",Male,11.4
Bhutan,2021,2021,2021,Estimate of current tobacco use prevalence (%),Both sexes,20.1
Bhutan,2003,2003,2003,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,11.5
Bhutan,2000,2000,2000,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.5
Bhutan,1996,1996,1996,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,14.8
Bhutan,2007,2007,2007,Estimate of current tobacco use prevalence (%),Both sexes,27.7
Bhutan,2007,2007,2007,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,2.1
Bhutan,2010,2010,2010,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.2
Bhutan,2001,2001,2001,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,65
Bhutan,1988,1988,1988,"Mean Non-HDL cholesterol, age-standardized",Female,2.9
Bhutan,2011,2011,2011,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.3
Bhutan,1998,1998,1998,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2022,2022,2022,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,40.5
Bhutan,2005,2005,2005,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,7.1
Bhutan,2006,2006,2006,"Mean Non-HDL cholesterol, crude",Female,3.1
Bhutan,2006,2006,2006,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,5
Bhutan,2012,2012,2012,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Female,16.3
Bhutan,2002,2002,2002,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,8.4
Bhutan,2007,2007,2007,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0.3
Bhutan,1999,1999,1999,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2004,2004,2004,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,8.5
Bhutan,1961,1961,1961,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.42
Bhutan,2010,2010,2010,"Mean Non-HDL cholesterol, crude",Male,3.1
Bhutan,1999,1999,1999,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.2
Bhutan,1992,1992,1992,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,15.3
Bhutan,2007,2007,2007,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,7.4
Bhutan,2015,2015,2015,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,2.2
Bhutan,1993,1993,1993,"Mean total cholesterol,  age-standardized",Male,4.2
Bhutan,2010,2010,2010,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,9.3
Bhutan,2021,2021,2021,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,2.7
Bhutan,1983,1983,1983,"Mean total cholesterol,  age-standardized",Male,4.2
Bhutan,1984,1984,1984,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,1989,1989,1989,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2013,2013,2013,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,30.7
Bhutan,2010,2010,2010,"Mean total cholesterol,  age-standardized",Both sexes,4.2
Bhutan,2004,2004,2004,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,2
Bhutan,2006,2006,2006,"Mean Non-HDL cholesterol, crude",Male,3.2
Bhutan,2020,2020,2020,Estimate of current tobacco use prevalence (%) (age-standardized rate),Female,12.1
Bhutan,1995,1995,1995,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Both sexes,2.2
Bhutan,1996,1996,1996,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,1.7
Bhutan,2000,2000,2000,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,1995,1995,1995,"Mean Non-HDL cholesterol, crude",Male,3.1
Bhutan,1994,1994,1994,"Mean total cholesterol,  age-standardized",Male,4.2
Bhutan,2006,2006,2006,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,8.2
Bhutan,2005,2005,2005,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,13.7
Bhutan,2018,2018,2018,"Prevalence of diabetes, crude",Male,12.1
Bhutan,1995,1995,1995,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,1990,1990,1990,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,16.3
Bhutan,2018,2018,2018,"Diabetes treatment coverage, age-standardized",Female,16.1
Bhutan,2015,2015,2015,Estimate of current tobacco use prevalence (%),Male,30
Bhutan,1973,1973,1973,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.53
Bhutan,2021,2021,2021,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,51.8
Bhutan,2017,2017,2017,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,6.8
Bhutan,2006,2006,2006,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,10.5
Bhutan,2015,2015,2015,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,5.8
Bhutan,2002,2002,2002,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,12.8
Bhutan,2005,2005,2005,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,4.7
Bhutan,1980,1980,1980,"Mean total cholesterol,  age-standardized",Both sexes,4.1
Bhutan,2005,2005,2005,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,2.7
Bhutan,1983,1983,1983,"Mean Non-HDL cholesterol, age-standardized",Female,2.8
Bhutan,1987,1987,1987,"Mean total cholesterol,  crude",Both sexes,4.1
Bhutan,1987,1987,1987,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.46
Bhutan,2005,2005,2005,Crude suicide rates (per 100 000 population),Male,6.8
Bhutan,1985,1985,1985,"Mean Non-HDL cholesterol, crude",Female,2.8
Bhutan,2022,2022,2022,Estimate of current tobacco smoking prevalence (%),Male,10.6
Bhutan,2025,2025,2025,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),Female,2.2
Bhutan,2020,2020,2020,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Both sexes,16.5
Bhutan,2011,2011,2011,"Prevalence of diabetes, crude",Male,15.7
Bhutan,2006,2006,2006,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Female,6.4
Bhutan,2009,2009,2009,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,12.5
Bhutan,2012,2012,2012,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,11.4
Bhutan,2015,2015,2015,"Mean total cholesterol,  crude",Female,4.1
Bhutan,1995,1995,1995,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,9.6
Bhutan,2022,2022,2022,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,5.9
Bhutan,1993,1993,1993,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,9.7
Bhutan,2004,2004,2004,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",Both sexes,4.5
Bhutan,2011,2011,2011,"Mean HDL cholesterol, crude",Both sexes,1.1
Bhutan,1992,1992,1992,"Mean HDL cholesterol, age-standardized",Male,1.2
Bhutan,1981,1981,1981,"Mean total cholesterol,  crude",Male,4.2
Bhutan,2014,2014,2014,Crude suicide rates (per 100 000 population),Male,6.7
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Female,3.1
Bhutan,2008,2008,2008,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Both sexes,51
Bhutan,2002,2002,2002,"Prevalence of diabetes, age-standardized",Both sexes,12
Bhutan,2012,2012,2012,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,2.7
Bhutan,2004,2004,2004,"Prevalence of diabetes, crude",Male,14.6
Bhutan,2000,2000,2000,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,4.1
Bhutan,1999,1999,1999,"Prevalence of diabetes, crude",Male,13.5
Bhutan,1973,1973,1973,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,1986,1986,1986,"Mean HDL cholesterol, crude",Male,1.2
Bhutan,2015,2015,2015,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Female,41
Bhutan,2001,2001,2001,"Prevalence of diabetes, age-standardized",Male,14.9
Bhutan,2011,2011,2011,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Both sexes,9.7
Bhutan,1990,1990,1990,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,1.1
Bhutan,2020,2020,2020,Estimate of current cigarette smoking prevalence (%),Male,8.5
Bhutan,1992,1992,1992,"Mean total cholesterol,  crude",Both sexes,4.2
Bhutan,2001,2001,2001,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.2
Bhutan,1966,1966,1966,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Female,3.4
Bhutan,2018,2018,2018,"Prevalence of diabetes, crude",Female,13.6
Bhutan,2003,2003,2003,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,2.4
Bhutan,2016,2016,2016,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,45
Bhutan,2001,2001,2001,"Mean total cholesterol,  crude",Male,4.2
Bhutan,2021,2021,2021,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,19.6
Bhutan,1983,1983,1983,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2009,2009,2009,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,2.7
Bhutan,1966,1966,1966,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.49
Bhutan,2015,2015,2015,"Prevalence of diabetes, age-standardized",Male,17.7
Bhutan,2003,2003,2003,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,7.5
Bhutan,1983,1983,1983,"Mean Non-HDL cholesterol, crude",Both sexes,2.9
Bhutan,2006,2006,2006,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,13.1
Bhutan,1997,1997,1997,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,1.2
Bhutan,2014,2014,2014,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,29.4
Bhutan,2016,2016,2016,"Mean Non-HDL cholesterol, age-standardized",Female,3.1
Bhutan,2000,2000,2000,"Mean Non-HDL cholesterol, age-standardized",Female,3.2
Bhutan,2020,2020,2020,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,18.6
Bhutan,2005,2005,2005,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,55
Bhutan,1991,1991,1991,"Mean Non-HDL cholesterol, crude",Female,3
Bhutan,2004,2004,2004,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,1.9
Bhutan,2016,2016,2016,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,3.6
Bhutan,2019,2019,2019,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,1.9
Bhutan,2000,2000,2000,Estimate of current tobacco use prevalence (%) (age-standardized rate),Male,36.5
Bhutan,1970,1970,1970,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,2016,2016,2016,"Mean total cholesterol,  age-standardized",Both sexes,4.1
Bhutan,2019,2019,2019,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,6.2
Bhutan,2014,2014,2014,"Prevalence of diabetes, age-standardized",Female,14.7
Bhutan,2012,2012,2012,"Prevalence of diabetes, crude",Both sexes,11.5
Bhutan,2009,2009,2009,Crude suicide rates (per 100 000 population),Both sexes,5.4
Bhutan,2007,2007,2007,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,4.1
Bhutan,2000,2000,2000,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2013,2013,2013,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,5.6
Bhutan,1995,1995,1995,"Prevalence of diabetes, age-standardized",Female,14.2
Bhutan,2014,2014,2014,"Mean HDL cholesterol, age-standardized",Both sexes,1.1
Bhutan,2006,2006,2006,"Mean Non-HDL cholesterol, crude",Both sexes,3.1
Bhutan,1999,1999,1999,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,3.7
Bhutan,2017,2017,2017,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,2.2
Bhutan,2011,2011,2011,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,6.7
Bhutan,2015,2015,2015,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Female,11.6
Bhutan,1996,1996,1996,"Mean total cholesterol,  crude",Female,4.2
Bhutan,1995,1995,1995,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2009,2009,2009,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,4.1
Bhutan,2018,2018,2018,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,4.1
Bhutan,2000,2000,2000,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,2
Bhutan,1991,1991,1991,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3
Bhutan,2017,2017,2017,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Female,12.1
Bhutan,1997,1997,1997,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,14.7
Bhutan,2003,2003,2003,"Diabetes treatment coverage, age-standardized",Both sexes,13.5
Bhutan,2007,2007,2007,"Mean Non-HDL cholesterol, crude",Male,3.2
